EmployeeNumber,Age,AgeBand,Attrition,AttritionFlag,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyPayrollCost,MonthlyRate,HourlyRate,DailyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,LastReviewDate,ManagerID,WorkLocation,RemoteWork,ExitReason
1263,30,26-35,No,0,Travel_Rarely,Sales,21,2,Technical Degree,1,Male,1,Sales Representative,Divorced,2215,2789,9377,53,1238,1,No,13,3,4,4,1,1,80,0,5,6,3,1,0,1,1,2023-09-10,2024-11-22,1045,Malmo,Full Remote,Not applicable
1264,31,26-35,No,0,Travel_Rarely,Sales,17,1,Medical,1,Male,2,Sales Executive,Divorced,7555,9072,8839,55,1116,0,Yes,22,4,2,3,3,1,80,1,12,6,2,12,0,1,0,2012-11-10,2024-07-29,1084,Helsinki,Hybrid,Not applicable
1265,44,36-45,Yes,1,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Male,5,Manufacturing Director,Divorced,14452,19892,25362,37,1435,3,Yes,25,3,3,3,1,1,80,0,25,2,3,2,2,2,0,2022-05-16,2024-09-16,1028,Stockholm,No,Manager relationship
1266,26,26-35,No,0,Travel_Rarely,Human Resources,5,3,Marketing,1,Male,1,Human Resources,Married,3269,4016,26984,79,239,1,No,21,4,3,2,4,3,80,0,5,3,3,0,0,0,0,2024-06-15,2024-12-16,1011,Helsinki,Hybrid,Not applicable
1267,45,36-45,No,0,Travel_Rarely,Research & Development,11,3,Medical,1,Male,4,Manufacturing Director,Single,13103,15843,13290,44,495,0,No,15,3,4,2,4,4,80,0,23,1,4,2,0,2,2,2022-01-30,2024-12-28,1017,Gothenburg,Hybrid,Not applicable
1268,33,26-35,No,0,Travel_Rarely,Sales,22,2,Medical,1,Female,2,Sales Executive,Single,7710,10168,16353,34,779,1,No,13,3,3,2,4,3,80,0,8,2,3,8,1,3,1,2016-08-23,2024-04-22,1051,Copenhagen,Hybrid,Not applicable
1269,39,36-45,No,0,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Female,3,Manufacturing Director,Married,10506,12728,21103,89,591,1,No,21,3,3,2,4,1,80,1,20,2,3,5,5,5,0,2019-07-28,2024-08-15,1023,Copenhagen,No,Not applicable
1270,30,26-35,No,0,Travel_Rarely,Research & Development,17,3,Medical,1,Male,2,Laboratory Technician,Married,3705,5067,19596,40,799,1,No,18,3,3,2,4,2,80,1,0,1,3,0,0,0,0,2024-10-31,2024-06-08,1021,Stockholm,Hybrid,Not applicable
1271,35,26-35,No,0,Non-Travel,Sales,7,3,Marketing,1,Male,1,Sales Representative,Divorced,2878,3611,20661,53,357,2,No,13,3,3,4,4,4,80,0,6,2,4,2,0,2,0,2022-06-09,2024-02-02,1071,Helsinki,Hybrid,Not applicable
1272,28,26-35,Yes,1,Travel_Rarely,Human Resources,15,2,Medical,1,Male,1,Human Resources,Single,4400,5697,26776,42,234,0,No,15,3,2,3,1,2,80,0,7,1,4,5,2,0,1,2019-07-26,2024-04-10,1024,Stockholm,Hybrid,Compensation
1273,32,26-35,No,0,Travel_Rarely,Research & Development,22,4,Technical Degree,1,Male,1,Healthcare Representative,Single,7133,8836,24752,52,281,9,Yes,16,3,2,2,4,3,80,0,7,4,2,7,0,4,1,2017-10-13,2024-07-12,1039,Helsinki,Hybrid,Not applicable
1274,30,26-35,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Manufacturing Director,Single,8266,10539,17428,95,1155,3,No,23,3,1,3,2,3,80,0,8,4,3,5,4,2,4,2019-09-08,2024-05-22,1065,Helsinki,No,Not applicable
1275,49,46-55,No,0,Travel_Frequently,Research & Development,7,3,Medical,1,Male,5,Laboratory Technician,Divorced,4039,5361,7731,64,1015,4,No,12,3,1,3,2,3,80,1,29,3,2,2,2,2,0,2022-09-16,2024-02-07,1081,Stockholm,Hybrid,Not applicable
1276,31,26-35,No,0,Travel_Rarely,Research & Development,1,3,Marketing,1,Female,2,Laboratory Technician,Married,4219,5040,22580,79,1150,0,No,23,3,1,3,3,3,80,3,9,3,4,7,0,0,0,2017-09-04,2024-12-12,1040,Stockholm,No,Not applicable
1277,31,26-35,No,0,Travel_Rarely,Human Resources,29,3,Life Sciences,1,Male,1,Human Resources,Married,2463,3186,26097,43,1321,2,No,13,3,1,1,3,3,80,1,4,3,3,0,0,0,0,2024-02-18,2024-01-30,1007,Gothenburg,Full Remote,Not applicable
1278,29,26-35,No,0,Travel_Frequently,Sales,27,4,Life Sciences,1,Male,2,Sales Representative,Single,2450,3062,21938,68,845,8,No,22,4,1,4,1,1,80,0,9,3,1,3,3,0,2,2021-09-24,2024-01-31,1035,Gothenburg,Hybrid,Not applicable
1279,43,36-45,No,0,Travel_Rarely,Sales,1,4,Technical Degree,1,Female,4,Sales Executive,Married,10778,15257,5187,81,1267,4,No,16,4,3,4,1,3,80,0,24,2,4,10,0,10,2,2014-10-13,2024-08-09,1005,Copenhagen,Full Remote,Not applicable
1280,21,18-25,No,0,Travel_Rarely,Research & Development,4,3,Marketing,1,Female,2,Laboratory Technician,Married,4211,5975,21860,63,395,4,No,25,3,1,3,2,1,80,1,0,2,3,0,0,0,0,2024-12-16,2024-04-12,1087,Malmo,Hybrid,Not applicable
1281,30,26-35,Yes,1,Travel_Frequently,Human Resources,20,2,Medical,1,Male,2,Human Resources,Single,5630,7960,25684,74,1439,1,No,19,3,3,4,3,3,80,1,10,3,2,10,3,6,1,2014-08-17,2024-12-24,1041,Malmo,No,Career change
1282,39,36-45,No,0,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Sales Executive,Married,8875,12265,16134,40,656,2,No,16,3,3,3,2,3,80,2,16,2,3,8,8,1,2,2016-10-16,2024-01-27,1092,Malmo,Hybrid,Not applicable
1283,33,26-35,Yes,1,Travel_Rarely,Human Resources,4,2,Other,1,Male,1,Human Resources,Single,2612,3269,4884,37,103,0,No,23,3,1,4,3,2,80,1,5,2,4,5,0,3,1,2019-10-11,2024-01-03,1027,Malmo,No,Compensation
1284,44,36-45,No,0,Travel_Rarely,Research & Development,8,2,Medical,1,Male,3,Research Scientist,Married,5894,8343,18791,31,801,0,No,21,3,3,3,4,2,80,1,22,2,2,2,2,2,1,2022-06-28,2024-12-28,1079,Malmo,Full Remote,Not applicable
1285,35,26-35,No,0,Travel_Rarely,Sales,16,4,Life Sciences,1,Female,2,Sales Executive,Divorced,9785,13835,14060,51,1375,1,No,22,4,3,4,1,3,80,0,12,3,3,12,2,4,0,2012-08-31,2024-02-15,1041,Oslo,No,Not applicable
1286,42,36-45,No,0,Travel_Rarely,Research & Development,6,5,Life Sciences,1,Female,3,Research Scientist,Single,6869,9733,10002,43,695,4,No,12,3,2,3,2,1,80,1,22,2,3,4,3,0,2,2020-06-22,2024-10-22,1093,Copenhagen,No,Not applicable
1287,42,36-45,No,0,Travel_Rarely,Sales,10,3,Medical,1,Female,3,Sales Representative,Married,3439,4829,17500,96,1021,0,No,15,3,2,2,4,4,80,3,23,1,1,5,0,1,0,2019-07-08,2024-06-08,1086,Gothenburg,Hybrid,Not applicable
1288,33,26-35,No,0,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Manufacturing Director,Single,9162,12755,17846,31,677,0,No,13,4,3,4,3,1,80,1,14,1,3,2,1,2,2,2022-01-09,2024-06-25,1073,Oslo,No,Not applicable
1289,46,46-55,No,0,Travel_Frequently,Research & Development,13,2,Technical Degree,1,Male,5,Manufacturing Director,Married,13560,16642,5848,71,1425,1,No,13,3,1,1,3,1,80,0,27,4,1,14,1,0,11,2010-04-16,2024-06-09,1002,Oslo,Hybrid,Not applicable
1290,40,36-45,No,0,Travel_Frequently,Sales,10,4,Medical,1,Male,4,Sales Executive,Divorced,10243,12207,7116,92,633,8,No,19,3,1,1,3,4,80,0,19,4,1,1,1,1,1,2023-02-28,2024-08-23,1022,Copenhagen,No,Not applicable
1291,44,36-45,No,0,Travel_Frequently,Sales,13,1,Life Sciences,1,Male,3,Sales Representative,Single,4021,5191,9702,61,1415,1,No,22,3,4,2,3,4,80,0,22,5,4,1,1,1,1,2023-11-11,2024-02-08,1067,Gothenburg,No,Not applicable
1292,50,46-55,No,0,Travel_Rarely,Research & Development,21,1,Medical,1,Male,4,Research Scientist,Married,7773,9661,6959,90,452,0,No,18,3,4,1,3,3,80,3,30,0,3,1,1,1,0,2023-03-08,2024-10-03,1014,Malmo,No,Not applicable
1293,51,46-55,No,0,Travel_Frequently,Research & Development,28,3,Life Sciences,1,Male,5,Laboratory Technician,Single,7106,8700,3680,65,249,3,No,11,3,2,3,2,4,80,0,31,3,3,12,4,0,7,2012-08-08,2024-03-14,1052,Helsinki,No,Not applicable
1294,32,26-35,No,0,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,1,Research Scientist,Single,1639,2086,22590,44,1478,0,Yes,20,3,2,2,1,3,80,1,5,2,1,0,0,0,0,2024-07-14,2024-03-30,1067,Copenhagen,No,Not applicable
1295,38,36-45,No,0,Travel_Rarely,Research & Development,6,2,Human Resources,1,Male,3,Research Scientist,Married,7009,8571,20893,82,156,2,No,23,3,2,1,3,1,80,0,10,2,4,0,0,0,0,2024-05-26,2024-07-03,1030,Stockholm,Full Remote,Not applicable
1296,41,36-45,No,0,Travel_Rarely,Research & Development,15,4,Medical,1,Female,3,Laboratory Technician,Married,3397,4531,23878,97,1022,1,Yes,23,4,2,4,4,3,80,1,22,1,2,18,1,4,0,2006-04-24,2024-04-11,1008,Stockholm,No,Not applicable
1297,48,46-55,No,0,Non-Travel,Research & Development,12,1,Life Sciences,1,Female,4,Healthcare Representative,Single,11680,14954,14976,76,765,1,No,12,3,2,2,3,3,80,1,29,2,4,2,2,2,2,2022-10-28,2024-05-06,1075,Oslo,No,Not applicable
1298,30,26-35,No,0,Travel_Frequently,Research & Development,20,1,Life Sciences,1,Male,3,Laboratory Technician,Single,6677,8542,3077,72,121,0,No,24,3,3,3,3,1,80,1,9,2,1,0,0,0,0,2024-06-04,2024-10-06,1031,Oslo,Full Remote,Not applicable
1299,39,36-45,No,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Female,2,Manager,Married,14251,19147,7850,39,930,1,No,13,3,2,4,4,1,80,0,15,2,1,15,0,9,2,2009-10-26,2024-10-18,1017,Gothenburg,No,Not applicable
1300,48,46-55,No,0,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Female,4,Research Scientist,Married,7842,10784,8373,90,1147,0,Yes,15,3,2,4,4,1,80,1,26,6,4,0,0,0,0,2024-02-11,2024-11-04,1046,Malmo,Hybrid,Not applicable
1301,38,36-45,No,0,Travel_Rarely,Research & Development,12,2,Other,1,Female,3,Healthcare Representative,Single,8335,10119,5652,57,1067,1,Yes,14,3,4,1,3,4,80,1,17,2,1,2,0,2,2,2022-10-04,2024-04-20,1073,Gothenburg,No,Not applicable
1302,38,36-45,No,0,Travel_Frequently,Sales,16,4,Life Sciences,1,Male,4,Sales Executive,Single,11012,13271,23858,83,254,5,Yes,20,3,2,2,3,1,80,0,17,1,4,7,0,1,2,2017-12-21,2024-03-05,1065,Stockholm,Hybrid,Not applicable
1303,26,26-35,No,0,Travel_Rarely,Research & Development,27,3,Marketing,1,Male,2,Laboratory Technician,Married,4816,6682,8147,53,1260,0,Yes,20,3,2,1,3,3,80,0,7,1,2,5,0,1,0,2019-05-22,2024-08-24,1047,Stockholm,No,Not applicable
1304,29,26-35,No,0,Travel_Frequently,Research & Development,19,3,Medical,1,Male,1,Laboratory Technician,Single,2842,3965,23572,30,1028,1,No,12,3,3,2,4,4,80,2,4,5,3,4,1,1,4,2020-03-15,2024-11-01,1075,Stockholm,Hybrid,Not applicable
1305,36,36-45,No,0,Travel_Frequently,Human Resources,29,3,Technical Degree,1,Male,3,Human Resources,Married,6313,8939,20746,74,313,0,No,15,3,1,4,4,4,80,0,16,2,4,5,2,2,3,2019-09-05,2024-05-15,1086,Stockholm,Hybrid,Not applicable
1306,26,26-35,No,0,Travel_Rarely,Sales,25,4,Medical,1,Male,1,Sales Representative,Single,1000,1258,3024,52,1310,0,Yes,18,4,1,4,2,1,80,2,6,2,1,0,0,0,0,2024-03-31,2024-09-01,1094,Gothenburg,No,Not applicable
1307,38,36-45,No,0,Travel_Rarely,Research & Development,21,2,Medical,1,Female,3,Research Scientist,Married,5969,7391,22936,94,440,2,No,24,3,1,4,2,2,80,0,19,3,3,10,9,0,0,2014-11-10,2024-04-27,1053,Gothenburg,Hybrid,Not applicable
1308,60,56+,Yes,1,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,5,Sales Executive,Married,12507,16948,13098,42,510,0,Yes,12,3,4,1,1,4,80,0,37,3,2,0,0,0,0,2024-04-12,2024-05-23,1015,Helsinki,Hybrid,Compensation
1309,33,26-35,No,0,Travel_Frequently,Research & Development,23,2,Life Sciences,1,Female,2,Manager,Single,16030,20650,21466,84,1014,2,No,23,4,1,2,1,4,80,2,12,2,3,7,3,4,1,2017-12-08,2024-08-14,1012,Gothenburg,Hybrid,Not applicable
1310,50,46-55,No,0,Non-Travel,Research & Development,23,1,Marketing,1,Female,4,Laboratory Technician,Single,6711,8548,5368,85,329,0,No,15,3,2,3,3,2,80,1,31,3,1,2,2,1,2,2022-09-05,2024-03-29,1094,Stockholm,No,Not applicable
1311,43,36-45,No,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,Research Director,Married,20000,25933,9083,69,515,0,No,17,3,3,3,2,2,80,0,23,3,2,2,2,1,0,2022-04-03,2024-01-08,1088,Malmo,Hybrid,Not applicable
1312,43,36-45,No,0,Travel_Rarely,Research & Development,19,2,Medical,1,Female,3,Laboratory Technician,Married,4297,5289,22870,73,1322,7,No,24,3,2,4,1,1,80,1,19,2,4,2,2,2,1,2022-07-09,2024-09-23,1078,Copenhagen,Full Remote,Not applicable
1313,26,26-35,No,0,Travel_Rarely,Research & Development,26,3,Medical,1,Male,1,Healthcare Representative,Married,6747,8076,10271,69,167,2,Yes,25,3,2,3,2,1,80,2,4,2,3,3,2,1,2,2021-05-11,2024-06-15,1019,Copenhagen,Full Remote,Not applicable
1314,47,46-55,No,0,Travel_Rarely,Research & Development,23,4,Medical,1,Male,4,Laboratory Technician,Single,5594,7481,5226,66,147,0,No,22,3,4,4,4,3,80,1,28,0,1,0,0,0,0,2024-09-07,2024-08-10,1053,Stockholm,Hybrid,Not applicable
1315,47,46-55,No,0,Travel_Frequently,Sales,3,3,Life Sciences,1,Female,4,Sales Executive,Single,11514,14105,22251,33,617,0,Yes,19,3,3,4,2,1,80,3,26,2,3,3,0,3,2,2021-04-24,2024-07-08,1062,Malmo,Hybrid,Not applicable
1316,35,26-35,No,0,Non-Travel,Research & Development,18,3,Life Sciences,1,Male,2,Manager,Divorced,15832,21611,10345,63,1291,1,No,21,3,1,2,3,1,80,0,15,1,2,1,0,1,1,2023-06-29,2024-02-08,1073,Copenhagen,Full Remote,Not applicable
1317,26,26-35,No,0,Travel_Rarely,Sales,23,3,Medical,1,Male,1,Sales Executive,Married,8506,10978,22800,96,332,2,No,14,3,1,2,1,4,80,2,0,3,1,0,0,0,0,2024-01-29,2024-12-18,1070,Stockholm,No,Not applicable
1318,45,36-45,No,0,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Male,3,Research Director,Married,19741,25973,14849,50,727,3,No,19,3,3,1,1,2,80,0,16,3,3,4,4,4,3,2020-01-29,2024-10-12,1030,Gothenburg,Hybrid,Not applicable
1319,44,36-45,No,0,Travel_Rarely,Human Resources,20,3,Medical,1,Male,5,Human Resources,Married,6524,9217,12484,57,705,1,No,25,3,3,2,1,1,80,2,25,2,4,1,1,1,0,2023-12-07,2024-10-01,1089,Copenhagen,Hybrid,Not applicable
1320,35,26-35,No,0,Travel_Rarely,Research & Development,1,3,Marketing,1,Female,2,Research Scientist,Married,4757,6444,24654,100,1054,0,No,23,3,3,3,3,4,80,0,13,2,2,2,2,0,2,2022-09-28,2024-01-19,1018,Stockholm,Hybrid,Not applicable
1321,31,26-35,Yes,1,Travel_Rarely,Research & Development,19,2,Medical,1,Male,2,Research Scientist,Single,6581,9334,5749,49,983,0,Yes,16,3,2,1,1,2,80,0,12,3,4,8,2,3,8,2016-12-06,2024-02-06,1008,Gothenburg,Hybrid,Manager relationship
1322,33,26-35,Yes,1,Travel_Rarely,Human Resources,18,3,Life Sciences,1,Female,2,Human Resources,Divorced,3557,4918,3077,68,708,1,No,13,3,3,3,2,3,80,3,10,1,4,5,0,2,1,2019-08-04,2024-04-20,1047,Helsinki,Hybrid,Compensation
1323,28,26-35,No,0,Travel_Frequently,Sales,10,3,Medical,1,Female,1,Sales Representative,Married,4262,5775,21040,82,673,1,No,24,4,3,4,4,1,80,0,7,2,3,4,4,2,1,2020-11-29,2024-11-11,1048,Gothenburg,Hybrid,Not applicable
1324,40,36-45,No,0,Non-Travel,Human Resources,13,3,Marketing,1,Male,1,Manager,Married,13270,15658,22632,50,156,0,No,17,3,4,1,4,2,80,1,0,2,2,0,0,0,0,2024-10-13,2024-09-30,1043,Oslo,No,Not applicable
1325,44,36-45,No,0,Travel_Frequently,Research & Development,29,4,Technical Degree,1,Male,3,Manufacturing Director,Married,8763,11925,20360,60,1218,2,No,16,3,3,4,1,3,80,0,19,2,1,11,0,11,5,2013-02-15,2024-09-06,1043,Malmo,No,Not applicable
1326,44,36-45,Yes,1,Travel_Rarely,Research & Development,21,3,Life Sciences,1,Female,3,Laboratory Technician,Single,3755,4502,21897,84,589,1,No,12,4,1,1,1,4,80,1,18,3,3,0,0,0,0,2024-12-19,2024-03-17,1070,Malmo,No,Relocation
1327,36,36-45,No,0,Non-Travel,Research & Development,15,3,Medical,1,Male,2,Research Director,Single,17767,24823,4942,95,482,0,No,19,3,3,3,3,2,80,0,13,0,1,7,1,3,5,2017-06-09,2024-07-20,1035,Gothenburg,No,Not applicable
1328,29,26-35,No,0,Travel_Rarely,Research & Development,7,5,Technical Degree,1,Male,3,Research Scientist,Married,6543,9074,8716,78,1330,3,No,13,3,1,4,1,4,80,0,10,3,3,9,9,0,0,2015-07-04,2024-03-05,1047,Gothenburg,Full Remote,Not applicable
1329,30,26-35,No,0,Travel_Rarely,Research & Development,27,4,Medical,1,Male,2,Research Scientist,Married,5105,6788,10481,76,1300,2,No,12,4,2,4,4,1,80,0,6,2,1,6,5,2,6,2018-06-21,2024-03-08,1015,Copenhagen,Full Remote,Not applicable
1330,35,26-35,No,0,Travel_Rarely,Research & Development,7,2,Medical,1,Female,2,Research Scientist,Divorced,6744,8336,17507,71,1469,2,No,21,3,4,4,1,1,80,1,12,4,1,5,2,4,5,2019-09-19,2024-09-19,1013,Copenhagen,No,Not applicable
1331,44,36-45,No,0,Travel_Rarely,Research & Development,25,4,Medical,1,Female,3,Manager,Married,18318,23013,21782,92,1154,0,No,21,3,2,2,1,2,80,2,23,2,2,6,4,2,0,2018-03-22,2024-11-11,1054,Copenhagen,Hybrid,Not applicable
1332,30,26-35,Yes,1,Travel_Rarely,Research & Development,19,2,Life Sciences,1,Male,1,Research Scientist,Divorced,6692,9245,26210,90,1275,0,Yes,14,3,1,2,1,2,80,1,5,2,4,0,0,0,0,2024-01-05,2024-02-08,1012,Oslo,No,Manager relationship
1333,35,26-35,Yes,1,Travel_Frequently,Human Resources,11,3,Life Sciences,1,Male,2,Human Resources,Divorced,6929,8621,16976,78,986,1,No,13,3,1,1,4,4,80,1,14,1,1,1,1,1,0,2023-02-11,2024-02-10,1044,Oslo,Hybrid,Retirement
1334,31,26-35,No,0,Travel_Rarely,Research & Development,20,3,Life Sciences,1,Male,2,Healthcare Representative,Divorced,7117,9148,13527,67,1054,2,No,20,3,1,3,3,3,80,1,12,2,3,7,5,1,0,2017-01-31,2024-12-03,1037,Helsinki,No,Not applicable
1335,50,46-55,No,0,Travel_Rarely,Research & Development,13,3,Life Sciences,1,Male,4,Healthcare Representative,Single,10396,13060,2562,59,150,1,No,21,3,3,3,2,3,80,1,29,2,2,7,0,1,0,2017-11-22,2024-05-02,1072,Copenhagen,No,Not applicable
1336,29,26-35,Yes,1,Travel_Rarely,Sales,17,2,Marketing,1,Female,2,Sales Representative,Married,4524,5910,8899,65,300,9,No,23,3,3,3,2,2,80,0,7,5,3,1,1,1,1,2023-05-04,2024-10-22,1024,Helsinki,Full Remote,Compensation
1337,37,36-45,No,0,Travel_Frequently,Sales,2,3,Medical,1,Female,4,Sales Executive,Single,11488,14538,19893,52,950,1,No,14,4,2,2,3,2,80,3,17,4,1,0,0,0,0,2024-10-12,2024-11-17,1068,Gothenburg,No,Not applicable
1338,34,26-35,No,0,Travel_Rarely,Human Resources,23,2,Life Sciences,1,Male,2,Human Resources,Married,4201,5618,12458,73,485,0,Yes,14,3,1,4,2,3,80,1,10,2,2,10,2,2,1,2014-09-26,2024-09-26,1037,Gothenburg,Hybrid,Not applicable
1339,26,26-35,No,0,Non-Travel,Research & Development,22,4,Other,1,Female,1,Manufacturing Director,Single,6319,8464,7593,69,621,0,No,11,4,1,4,2,1,80,0,2,3,4,2,0,2,2,2022-09-02,2024-03-13,1095,Stockholm,Full Remote,Not applicable
1340,26,26-35,Yes,1,Travel_Rarely,Sales,3,4,Medical,1,Female,2,Sales Executive,Single,7617,9638,19708,56,274,1,No,12,3,3,3,3,2,80,1,7,3,1,0,0,0,0,2024-03-18,2024-05-08,1064,Gothenburg,Hybrid,Relocation
1341,24,18-25,Yes,1,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,1,Research Scientist,Single,3363,4440,17557,60,1223,4,No,16,3,3,1,1,1,80,0,0,3,1,0,0,0,0,2024-05-16,2024-02-08,1012,Malmo,Hybrid,Retirement
1342,38,36-45,No,0,Travel_Frequently,Research & Development,19,4,Other,1,Male,3,Healthcare Representative,Single,8079,10414,11660,52,1485,1,Yes,11,3,1,2,1,2,80,0,18,2,1,0,0,0,0,2024-10-15,2024-03-12,1021,Copenhagen,Hybrid,Not applicable
1343,43,36-45,Yes,1,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Female,3,Healthcare Representative,Married,7199,8783,24870,91,898,0,No,24,3,3,2,2,4,80,3,23,2,2,9,0,6,1,2015-08-02,2024-02-06,1057,Stockholm,No,Relocation
1344,48,46-55,No,0,Travel_Rarely,Research & Development,12,2,Medical,1,Male,4,Research Scientist,Divorced,5872,8261,4264,43,976,0,Yes,23,3,2,4,1,4,80,1,24,4,1,15,1,4,4,2009-07-11,2024-06-20,1044,Gothenburg,Hybrid,Not applicable
1345,36,36-45,No,0,Travel_Rarely,Sales,9,4,Medical,1,Female,3,Sales Representative,Married,3596,4790,16690,77,1355,9,Yes,14,3,4,1,2,3,80,2,17,3,3,8,8,6,1,2016-03-20,2024-01-02,1062,Copenhagen,No,Not applicable
1346,40,36-45,No,0,Travel_Rarely,Research & Development,13,3,Medical,1,Male,2,Manufacturing Director,Married,10958,15464,19119,63,864,3,No,19,3,4,4,4,2,80,0,11,1,3,5,0,1,4,2019-03-01,2024-09-09,1087,Oslo,Hybrid,Not applicable
1347,37,36-45,No,0,Non-Travel,Research & Development,15,4,Other,1,Female,3,Research Scientist,Single,7883,10013,9250,32,233,0,Yes,13,4,4,2,3,1,80,0,18,2,4,6,2,0,1,2018-06-09,2024-08-13,1014,Helsinki,No,Not applicable
1348,40,36-45,No,0,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Laboratory Technician,Single,2292,2931,17036,37,1230,6,No,20,3,1,4,1,2,80,1,7,2,1,1,0,1,1,2023-01-10,2024-09-03,1061,Oslo,Full Remote,Not applicable
1349,39,36-45,Yes,1,Non-Travel,Sales,1,3,Life Sciences,1,Male,4,Sales Executive,Divorced,10846,12806,13099,61,1029,0,No,12,3,2,2,3,4,80,1,18,0,4,6,1,0,6,2018-04-23,2024-11-30,1003,Stockholm,Full Remote,Career change
1350,40,36-45,Yes,1,Travel_Frequently,Research & Development,28,4,Medical,1,Female,3,Manufacturing Director,Divorced,10540,14918,11227,69,262,1,Yes,18,3,2,3,1,1,80,2,17,2,4,9,9,1,2,2015-06-01,2024-09-05,1023,Oslo,Hybrid,Relocation
1351,34,26-35,No,0,Travel_Rarely,Research & Development,15,4,Marketing,1,Female,2,Research Scientist,Divorced,4970,5964,18982,48,766,5,Yes,22,4,4,3,3,1,80,1,12,1,2,12,1,0,2,2012-08-23,2024-02-10,1068,Stockholm,No,Not applicable
1352,27,26-35,Yes,1,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,2,Research Scientist,Single,5124,6176,19170,83,1020,0,Yes,23,3,1,2,2,1,80,0,7,2,2,7,0,5,0,2017-05-12,2024-08-10,1040,Oslo,No,Relocation
1353,35,26-35,No,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,3,Manufacturing Director,Married,11306,14149,21508,71,626,2,No,17,3,2,4,3,1,80,0,13,1,1,13,6,1,2,2011-07-25,2024-02-09,1065,Copenhagen,Hybrid,Not applicable
1354,31,26-35,No,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,1,Research Director,Single,15516,20169,11998,67,977,2,No,13,3,2,4,4,4,80,0,1,3,3,1,1,0,0,2023-07-11,2024-02-14,1036,Malmo,No,Not applicable
1355,39,36-45,No,0,Travel_Rarely,Research & Development,19,2,Other,1,Male,3,Research Director,Single,20000,28223,15611,76,1091,1,No,13,4,3,3,2,2,80,0,16,2,3,8,1,8,4,2016-08-01,2024-02-26,1082,Oslo,Hybrid,Not applicable
1356,26,26-35,Yes,1,Travel_Rarely,Human Resources,15,3,Medical,1,Female,1,Human Resources,Married,4336,5369,10956,50,1223,1,No,24,3,3,1,1,1,80,1,0,3,3,0,0,0,0,2024-07-02,2024-03-27,1060,Helsinki,No,Retirement
1357,39,36-45,Yes,1,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,5303,6734,15008,67,399,0,Yes,14,3,1,1,1,3,80,0,20,2,3,1,1,1,1,2023-06-05,2024-02-14,1025,Stockholm,Hybrid,Relocation
1358,38,36-45,No,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,4,Laboratory Technician,Married,6716,9204,23963,62,881,0,Yes,11,4,3,1,3,2,80,1,18,3,4,3,3,0,3,2021-08-11,2024-09-21,1065,Malmo,No,Not applicable
1359,22,18-25,No,0,Travel_Frequently,Research & Development,10,2,Marketing,1,Female,1,Research Director,Single,14428,20289,19799,52,483,2,No,19,3,3,2,4,2,80,0,1,4,3,1,1,1,1,2023-08-08,2024-07-10,1045,Malmo,No,Not applicable
1360,41,36-45,No,0,Travel_Rarely,Research & Development,27,3,Marketing,1,Male,3,Manufacturing Director,Divorced,10127,12772,9904,31,166,4,No,20,3,4,4,4,2,80,1,22,2,4,0,0,0,0,2024-02-15,2024-10-27,1084,Copenhagen,Hybrid,Not applicable
1361,22,18-25,No,0,Travel_Rarely,Human Resources,24,3,Technical Degree,1,Female,1,Human Resources,Married,2874,3526,6655,67,1253,0,No,19,3,1,1,1,4,80,0,3,2,3,3,0,2,3,2021-10-31,2024-07-12,1012,Copenhagen,Hybrid,Not applicable
1362,25,18-25,No,0,Travel_Rarely,Human Resources,29,4,Marketing,1,Male,1,Manager,Married,12888,16539,7053,30,1419,1,No,21,3,2,3,4,2,80,0,6,2,4,6,6,0,6,2018-10-23,2024-03-25,1054,Malmo,Hybrid,Not applicable
